%StNo BotDep	TimeJ	T090C	DepSM	PrDM	SeaTurbMtr
08 47	7.528899	5.0076	-0.022	-0.022	0.615
08 47	7.528899	5.0076	-0.022	-0.022	0.612
08 47	7.528900	5.0076	-0.011	-0.011	0.615
08 47	7.528900	5.0071	-0.022	-0.022	0.612
08 47	7.528901	5.0070	-0.022	-0.022	0.612
08 47	7.528901	5.0068	-0.022	-0.022	0.612
08 47	7.528902	5.0067	-0.024	-0.024	0.615
08 47	7.528902	5.0065	-0.022	-0.022	0.619
08 47	7.528903	5.0062	-0.022	-0.022	0.619
08 47	7.528903	5.0060	-0.033	-0.034	0.619
08 47	7.528904	5.0056	-0.024	-0.024	0.619
08 47	7.528904	5.0052	-0.033	-0.034	0.619
08 47	7.528905	5.0051	-0.022	-0.022	0.623
08 47	7.528905	5.0052	-0.024	-0.024	0.623
08 47	7.528906	5.0052	-0.033	-0.034	0.623
08 47	7.528906	5.0051	-0.022	-0.022	0.615
08 47	7.528907	5.0048	-0.033	-0.034	0.615
08 47	7.528907	5.0048	-0.024	-0.024	0.612
08 47	7.528908	5.0046	-0.022	-0.022	0.612
08 47	7.528908	5.0040	-0.045	-0.045	0.612
08 47	7.528909	5.0035	-0.033	-0.034	0.612
08 47	7.528909	5.0030	-0.024	-0.024	0.612
08 47	7.528910	5.0026	-0.033	-0.034	0.612
08 47	7.528910	5.0024	-0.033	-0.034	0.612
08 47	7.528911	5.0019	-0.046	-0.047	0.604
08 47	7.528911	5.0017	-0.022	-0.022	0.604
08 47	7.528912	5.0013	-0.045	-0.045	0.608
08 47	7.528912	5.0008	-0.033	-0.034	0.608
08 47	7.528913	5.0014	-0.046	-0.047	0.612
08 47	7.528913	5.0038	-0.033	-0.034	0.619
08 47	7.528913	5.0059	-0.045	-0.045	0.619
08 47	7.528914	5.0076	-0.033	-0.034	0.615
08 47	7.528914	5.0084	-0.035	-0.035	0.615
08 47	7.528915	5.0092	-0.045	-0.045	0.615
08 47	7.528915	5.0104	-0.022	-0.022	0.612
08 47	7.528916	5.0112	-0.046	-0.047	0.608
08 47	7.528916	5.0120	-0.022	-0.022	0.604
08 47	7.528917	5.0121	-0.022	-0.022	0.601
08 47	7.528917	5.0126	-0.033	-0.034	0.604
08 47	7.528918	5.0136	-0.024	-0.024	0.615
08 47	7.528918	5.0150	-0.022	-0.022	0.630
08 47	7.528919	5.0161	-0.022	-0.022	0.637
08 47	7.528919	5.0177	-0.009	-0.009	0.637
08 47	7.528920	5.0194	0.001	0.001	0.630
08 47	7.528920	5.0205	-0.009	-0.009	0.619
08 47	7.528921	5.0203	-0.009	-0.009	0.612
08 47	7.528921	5.0195	0.002	0.002	0.604
08 47	7.528922	5.0178	0.001	0.001	0.597
08 47	7.528922	5.0151	0.002	0.002	0.597
08 47	7.528923	5.0123	0.002	0.002	0.601
08 47	7.528923	5.0101	0.012	0.012	0.604
08 47	7.528924	5.0081	0.002	0.002	0.608
08 47	7.528924	5.0087	0.014	0.014	0.612
08 47	7.528925	5.0111	0.002	0.002	0.612
08 47	7.528925	5.0159	0.025	0.025	0.615
08 47	7.528926	5.0222	0.014	0.014	0.615
08 47	7.528926	5.0303	0.014	0.014	0.608
08 47	7.528927	5.0408	0.014	0.014	0.604
08 47	7.528927	5.0479	0.001	0.001	0.604
08 47	7.528927	5.0541	0.038	0.038	0.604
08 47	7.528928	5.0590	0.086	0.087	0.604
08 47	7.528928	5.0632	0.086	0.087	0.604
08 47	7.528929	5.0755	0.025	0.025	0.604
08 47	7.528929	5.0917	0.002	0.002	0.601
08 47	7.528930	5.1086	0.051	0.051	0.593
08 47	7.528930	5.1233	0.109	0.110	0.597
08 47	7.528931	5.1355	0.038	0.038	0.601
08 47	7.528931	5.1436	0.122	0.123	0.601
08 47	7.528932	5.1488	0.146	0.148	0.601
08 47	7.528932	5.1501	0.156	0.158	0.597
08 47	7.528933	5.1521	0.169	0.171	0.593
08 47	7.528933	5.1592	0.133	0.135	0.593
08 47	7.528934	5.1650	0.158	0.159	0.601
08 47	7.528934	5.1704	0.192	0.193	0.604
08 47	7.528935	5.1804	0.205	0.207	0.604
08 47	7.528935	5.1910	0.242	0.244	0.601
08 47	7.528936	5.1972	0.265	0.267	0.597
08 47	7.528936	5.1991	0.252	0.254	0.597
08 47	7.528937	5.2030	0.300	0.303	0.593
08 47	7.528937	5.2115	0.300	0.303	0.696
08 47	7.528938	5.2236	0.324	0.327	0.791
08 47	7.528938	5.2401	0.300	0.303	0.762
08 47	7.528939	5.2568	0.324	0.327	0.718
08 47	7.528939	5.2685	0.360	0.363	0.678
08 47	7.528940	5.2805	0.384	0.388	0.648
08 47	7.528940	5.2866	0.433	0.437	0.824
08 47	7.528940	5.2883	0.478	0.483	0.930
08 47	7.528941	5.2962	0.540	0.545	0.846
08 47	7.528941	5.3022	0.468	0.473	0.747
08 47	7.528942	5.3137	0.515	0.520	0.681
08 47	7.528942	5.3310	0.562	0.568	0.648
08 47	7.528943	5.3467	0.587	0.592	0.630
08 47	7.528943	5.3640	0.611	0.617	0.619
08 47	7.528944	5.3805	0.635	0.641	0.637
08 47	7.528944	5.3958	0.671	0.677	0.645
08 47	7.528945	5.4103	0.705	0.711	0.634
08 47	7.528945	5.4336	0.731	0.737	0.623
08 47	7.528946	5.4661	0.742	0.749	0.615
08 47	7.528946	5.4813	0.766	0.773	0.615
08 47	7.528947	5.4756	0.791	0.798	0.619
08 47	7.528947	5.4588	0.813	0.821	0.623
08 47	7.528948	5.4466	0.862	0.870	0.626
08 47	7.528948	5.4395	0.873	0.881	0.626
08 47	7.528949	5.4351	0.897	0.906	0.623
08 47	7.528949	5.4334	0.946	0.955	0.619
08 47	7.528950	5.4455	0.957	0.966	0.623
08 47	7.528950	5.4606	0.980	0.989	0.623
08 47	7.528951	5.4768	1.017	1.027	0.619
08 47	7.528951	5.4916	1.053	1.063	0.619
08 47	7.528952	5.4990	1.064	1.074	0.619
08 47	7.528952	5.4977	1.088	1.099	0.615
08 47	7.528953	5.4949	1.137	1.148	0.612
08 47	7.528953	5.4914	1.148	1.159	0.608
08 47	7.528954	5.4809	1.208	1.219	0.608
08 47	7.528954	5.4645	1.219	1.231	0.608
08 47	7.528954	5.4347	1.244	1.255	0.608
08 47	7.528955	5.4039	1.279	1.291	0.604
08 47	7.528955	5.3693	1.315	1.327	0.612
08 47	7.528956	5.3492	1.351	1.363	0.623
08 47	7.528956	5.3566	1.375	1.388	0.630
08 47	7.528957	5.3689	1.364	1.376	0.626
08 47	7.528957	5.3900	1.459	1.473	0.619
08 47	7.528958	5.4206	1.470	1.484	0.612
08 47	7.528958	5.4403	1.495	1.509	0.608
08 47	7.528959	5.4480	1.530	1.545	0.604
08 47	7.528959	5.4488	1.566	1.581	0.604
08 47	7.528960	5.4461	1.566	1.581	0.604
08 47	7.528960	5.4461	1.601	1.616	0.608
08 47	7.528961	5.4507	1.648	1.664	0.612
08 47	7.528961	5.4610	1.661	1.677	0.604
08 47	7.528962	5.4486	1.697	1.713	0.593
08 47	7.528962	5.4158	1.733	1.749	0.586
08 47	7.528963	5.3941	1.746	1.762	0.579
08 47	7.528963	5.4015	1.781	1.798	0.575
08 47	7.528964	5.4206	1.817	1.834	0.571
08 47	7.528964	5.4224	1.841	1.858	0.571
08 47	7.528965	5.4071	1.864	1.881	0.575
08 47	7.528965	5.3904	1.901	1.919	0.582
08 47	7.528966	5.3778	1.924	1.942	0.590
08 47	7.528966	5.3686	1.959	1.978	0.593
08 47	7.528967	5.3727	1.983	2.002	0.597
08 47	7.528967	5.4068	2.008	2.027	0.601
08 47	7.528967	5.4596	2.043	2.063	0.601
08 47	7.528968	5.5033	2.068	2.087	0.604
08 47	7.528968	5.5368	2.068	2.087	0.608
08 47	7.528969	5.5831	2.092	2.112	0.608
08 47	7.528969	5.6122	2.139	2.159	0.608
08 47	7.528970	5.6294	2.175	2.195	0.612
08 47	7.528970	5.6457	2.199	2.219	0.615
08 47	7.528971	5.6616	2.234	2.255	0.619
08 47	7.528971	5.6727	2.234	2.255	0.619
08 47	7.528972	5.6814	2.246	2.267	0.615
08 47	7.528972	5.6950	2.270	2.291	0.615
08 47	7.528973	5.7077	2.294	2.316	0.615
08 47	7.528973	5.7115	2.330	2.352	0.615
08 47	7.528974	5.7021	2.354	2.376	0.615
08 47	7.528974	5.6760	2.390	2.412	0.615
08 47	7.528975	5.6490	2.390	2.412	0.612
08 47	7.528975	5.6146	2.425	2.448	0.612
08 47	7.528976	5.5733	2.414	2.437	0.619
08 47	7.528976	5.5199	2.461	2.484	0.619
08 47	7.528977	5.4661	2.474	2.497	0.623
08 47	7.528977	5.4321	2.474	2.497	0.623
08 47	7.528978	5.4178	2.557	2.580	0.619
08 47	7.528978	5.4263	2.557	2.580	0.619
08 47	7.528979	5.4654	2.569	2.594	0.619
08 47	7.528979	5.5156	2.592	2.616	0.615
08 47	7.528980	5.5651	2.605	2.629	0.641
08 47	7.528980	5.6162	2.641	2.665	0.659
08 47	7.528981	5.6283	2.665	2.690	0.648
08 47	7.528981	5.6340	2.676	2.701	0.634
08 47	7.528981	5.6659	2.712	2.737	0.630
08 47	7.528982	5.7105	2.736	2.762	0.626
08 47	7.528982	5.7206	2.761	2.786	0.652
08 47	7.528983	5.6885	2.783	2.809	0.692
08 47	7.528983	5.6578	2.807	2.834	0.685
08 47	7.528984	5.6665	2.796	2.822	0.667
08 47	7.528984	5.6809	2.854	2.881	0.663
08 47	7.528985	5.7035	2.879	2.906	0.663
08 47	7.528985	5.7536	2.892	2.919	0.652
08 47	7.528986	5.8200	2.916	2.943	0.641
08 47	7.528986	5.8609	2.927	2.955	0.641
08 47	7.528987	5.8821	2.963	2.991	0.641
08 47	7.528987	5.8859	2.974	3.002	0.637
08 47	7.528988	5.8840	2.998	3.027	0.630
08 47	7.528988	5.8794	3.034	3.063	0.626
08 47	7.528989	5.8791	3.034	3.063	0.626
08 47	7.528989	5.8753	3.070	3.098	0.626
08 47	7.528990	5.8560	3.094	3.123	0.630
08 47	7.528990	5.8142	3.118	3.147	0.630
08 47	7.528991	5.7912	3.118	3.147	0.626
08 47	7.528991	5.7818	3.165	3.195	0.626
08 47	7.528992	5.7706	3.190	3.219	0.623
08 47	7.528992	5.7614	3.190	3.219	0.619
08 47	7.528993	5.7543	3.225	3.255	0.619
08 47	7.528993	5.7574	3.249	3.280	0.623
08 47	7.528994	5.7636	3.261	3.291	0.623
08 47	7.528994	5.7576	3.285	3.316	0.623
08 47	7.528995	5.7639	3.309	3.340	0.623
08 47	7.528995	5.8092	3.334	3.365	0.619
08 47	7.528995	5.8536	3.356	3.388	0.619
08 47	7.528996	5.8832	3.381	3.412	0.623
08 47	7.528996	5.9012	3.405	3.437	0.623
08 47	7.528997	5.9138	3.416	3.448	0.626
08 47	7.528997	5.9246	3.452	3.484	0.626
08 47	7.528998	5.9225	3.465	3.497	0.630
08 47	7.528998	5.8946	3.489	3.522	0.630
08 47	7.528999	5.8756	3.512	3.545	0.630
08 47	7.528999	5.8580	3.536	3.569	0.630
08 47	7.529000	5.8452	3.560	3.594	0.630
08 47	7.529000	5.8901	3.572	3.605	0.630
08 47	7.529001	5.9683	3.607	3.641	0.634
08 47	7.529001	6.0276	3.619	3.652	0.634
08 47	7.529002	6.0574	3.643	3.677	0.634
08 47	7.529002	6.0596	3.667	3.701	0.630
08 47	7.529003	6.0503	3.691	3.726	0.626
08 47	7.529003	6.0427	3.703	3.737	0.623
08 47	7.529004	6.0384	3.727	3.762	0.623
08 47	7.529004	6.0396	3.751	3.786	0.623
08 47	7.529005	6.0452	3.776	3.811	0.623
08 47	7.529005	6.0473	3.798	3.834	0.619
08 47	7.529006	6.0487	3.823	3.858	0.619
08 47	7.529006	6.0563	3.834	3.870	0.619
08 47	7.529007	6.0614	3.858	3.894	0.623
08 47	7.529007	6.0722	3.871	3.907	0.626
08 47	7.529008	6.0880	3.907	3.943	0.630
08 47	7.529008	6.0946	3.907	3.943	0.626
08 47	7.529008	6.0948	3.942	3.979	0.630
08 47	7.529009	6.0943	3.967	4.004	0.637
08 47	7.529009	6.0949	3.978	4.015	0.652
08 47	7.529010	6.0953	4.001	4.038	0.667
08 47	7.529010	6.1178	4.027	4.064	0.670
08 47	7.529011	6.1426	4.049	4.087	0.670
08 47	7.529011	6.1586	4.062	4.100	0.667
08 47	7.529012	6.1691	4.073	4.112	0.652
08 47	7.529012	6.1694	4.098	4.136	0.641
08 47	7.529013	6.1718	4.122	4.161	0.630
08 47	7.529013	6.1828	4.143	4.182	0.623
08 47	7.529014	6.1930	4.145	4.184	0.619
08 47	7.529014	6.1985	4.180	4.219	0.612
08 47	7.529015	6.2005	4.193	4.233	0.608
08 47	7.529015	6.1985	4.229	4.269	0.604
08 47	7.529016	6.1936	4.229	4.269	0.604
08 47	7.529016	6.1976	4.263	4.303	0.608
08 47	7.529017	6.1977	4.289	4.329	0.619
08 47	7.529017	6.1950	4.289	4.329	0.619
08 47	7.529018	6.1926	4.313	4.353	0.619
08 47	7.529018	6.1860	4.349	4.389	0.623
08 47	7.529019	6.1751	4.360	4.401	0.619
08 47	7.529019	6.1659	4.383	4.424	0.619
08 47	7.529020	6.1607	4.396	4.437	0.615
08 47	7.529020	6.1515	4.420	4.461	0.615
08 47	7.529021	6.1455	4.444	4.486	0.615
08 47	7.529021	6.1521	4.456	4.497	0.615
08 47	7.529022	6.1838	4.480	4.522	0.615
08 47	7.529022	6.2178	4.503	4.545	0.619
08 47	7.529022	6.2204	4.515	4.558	0.619
08 47	7.529023	6.2077	4.540	4.582	0.615
08 47	7.529023	6.1741	4.575	4.618	0.615
08 47	7.529024	6.1589	4.575	4.618	0.615
08 47	7.529024	6.1491	4.598	4.641	0.619
08 47	7.529025	6.1414	4.622	4.666	0.619
08 47	7.529025	6.1528	4.647	4.690	0.623
08 47	7.529026	6.1721	4.660	4.703	0.623
08 47	7.529026	6.1782	4.682	4.726	0.623
08 47	7.529027	6.1878	4.705	4.749	0.619
08 47	7.529027	6.1906	4.742	4.787	0.615
08 47	7.529028	6.1871	4.755	4.800	0.615
08 47	7.529028	6.1863	4.766	4.811	0.626
08 47	7.529029	6.1865	4.802	4.847	0.626
08 47	7.529029	6.1732	4.825	4.870	0.634
08 47	7.529030	6.1578	4.826	4.872	0.630
08 47	7.529030	6.1507	4.862	4.908	0.623
08 47	7.529031	6.1697	4.898	4.943	0.615
08 47	7.529031	6.2038	4.911	4.957	0.615
08 47	7.529032	6.2408	4.943	4.989	0.612
08 47	7.529032	6.2632	4.958	5.004	0.612
08 47	7.529033	6.2700	4.993	5.040	0.612
08 47	7.529033	6.2668	5.006	5.053	0.612
08 47	7.529034	6.2769	5.016	5.063	0.604
08 47	7.529034	6.2925	5.053	5.100	0.604
08 47	7.529035	6.3017	5.077	5.125	0.637
08 47	7.529035	6.3288	5.102	5.149	0.703
08 47	7.529035	6.3366	5.123	5.171	0.821
08 47	7.529036	6.3295	5.160	5.208	0.930
08 47	7.529036	6.3535	5.160	5.208	0.908
08 47	7.529037	6.3691	5.208	5.257	0.821
08 47	7.529037	6.3667	5.207	5.256	0.762
08 47	7.529038	6.3620	5.244	5.293	0.791
08 47	7.529038	6.3568	5.268	5.318	0.810
08 47	7.529039	6.3599	5.293	5.342	0.802
08 47	7.529039	6.3771	5.314	5.364	0.762
08 47	7.529040	6.3914	5.328	5.378	0.722
08 47	7.529040	6.4117	5.364	5.414	0.692
08 47	7.529041	6.4336	5.375	5.426	0.670
08 47	7.529041	6.4609	5.421	5.471	0.667
08 47	7.529042	6.4871	5.424	5.475	0.667
08 47	7.529042	6.5188	5.448	5.499	0.670
08 47	7.529043	6.5374	5.469	5.520	0.678
08 47	7.529043	6.5418	5.506	5.558	0.674
08 47	7.529044	6.5453	5.531	5.583	0.663
08 47	7.529044	6.5529	5.544	5.596	0.648
08 47	7.529045	6.5704	5.565	5.617	0.637
08 47	7.529045	6.5982	5.579	5.632	0.634
08 47	7.529046	6.6086	5.615	5.668	0.626
08 47	7.529046	6.6141	5.625	5.677	0.623
08 47	7.529047	6.6192	5.651	5.703	0.626
08 47	7.529047	6.6208	5.675	5.728	0.634
08 47	7.529048	6.6167	5.651	5.703	0.626
08 47	7.529048	6.6243	5.756	5.810	0.615
08 47	7.529049	6.6208	5.746	5.800	0.608
08 47	7.529049	6.6189	5.770	5.824	0.604
08 47	7.529049	6.6313	5.780	5.834	0.593
08 47	7.529050	6.6490	5.817	5.872	0.586
08 47	7.529050	6.6596	5.817	5.872	0.579
08 47	7.529051	6.6714	5.851	5.906	0.579
08 47	7.529051	6.6850	5.866	5.921	0.571
08 47	7.529052	6.6838	5.902	5.957	0.564
08 47	7.529052	6.6619	5.923	5.978	0.557
08 47	7.529053	6.6414	5.926	5.981	0.553
08 47	7.529053	6.6533	5.961	6.017	0.553
08 47	7.529054	6.6751	5.971	6.027	0.546
08 47	7.529054	6.6904	6.008	6.065	0.546
08 47	7.529055	6.6984	6.008	6.065	0.549
08 47	7.529055	6.6996	6.054	6.110	0.546
08 47	7.529056	6.6950	6.057	6.114	0.542
08 47	7.529056	6.6931	6.093	6.150	0.538
08 47	7.529057	6.6944	6.114	6.171	0.542
08 47	7.529057	6.6961	6.128	6.186	0.546
08 47	7.529058	6.6982	6.141	6.199	0.546
08 47	7.529058	6.7022	6.174	6.231	0.546
08 47	7.529059	6.7187	6.188	6.246	0.542
08 47	7.529059	6.7284	6.224	6.282	0.538
08 47	7.529060	6.7301	6.221	6.279	0.535
08 47	7.529060	6.7237	6.259	6.318	0.535
08 47	7.529061	6.7193	6.269	6.328	0.535
08 47	7.529061	6.7261	6.297	6.356	0.535
08 47	7.529062	6.7516	6.308	6.367	0.538
08 47	7.529062	6.7916	6.329	6.388	0.542
08 47	7.529063	6.8254	6.355	6.414	0.542
08 47	7.529063	6.8398	6.379	6.439	0.542
08 47	7.529063	6.8488	6.412	6.472	0.538
08 47	7.529064	6.8491	6.428	6.488	0.538
08 47	7.529064	6.8512	6.439	6.499	0.535
08 47	7.529065	6.8568	6.460	6.521	0.527
08 47	7.529065	6.8601	6.488	6.549	0.524
08 47	7.529066	6.8592	6.507	6.568	0.524
08 47	7.529066	6.8436	6.523	6.584	0.524
08 47	7.529067	6.8129	6.559	6.620	0.524
08 47	7.529067	6.7911	6.567	6.629	0.527
08 47	7.529068	6.7713	6.595	6.656	0.527
08 47	7.529068	6.7605	6.603	6.665	0.524
08 47	7.529069	6.7797	6.643	6.705	0.520
08 47	7.529069	6.9651	6.655	6.717	0.524
08 47	7.529070	7.0530	6.663	6.725	0.524
08 47	7.529070	7.0015	6.701	6.764	0.520
08 47	7.529071	6.9453	6.723	6.786	0.520
08 47	7.529071	6.9210	6.739	6.802	0.524
08 47	7.529072	6.9808	6.750	6.813	0.527
08 47	7.529072	7.0527	6.794	6.857	0.531
08 47	7.529073	7.0690	6.810	6.874	0.527
08 47	7.529073	7.0802	6.831	6.895	0.527
08 47	7.529074	7.1419	6.857	6.921	0.527
08 47	7.529074	7.1752	6.867	6.931	0.527
08 47	7.529075	7.1927	6.894	6.959	0.527
08 47	7.529075	7.2055	6.917	6.982	0.527
08 47	7.529076	7.2037	6.938	7.003	0.527
08 47	7.529076	7.1529	6.965	7.031	0.527
08 47	7.529076	7.1101	6.985	7.050	0.531
08 47	7.529077	7.0857	7.001	7.067	0.531
08 47	7.529077	7.0890	7.033	7.099	0.531
08 47	7.529078	7.1381	7.048	7.114	0.527
08 47	7.529078	7.1675	7.072	7.139	0.527
08 47	7.529079	7.1871	7.105	7.171	0.527
08 47	7.529079	7.2097	7.108	7.175	0.527
08 47	7.529080	7.2406	7.153	7.220	0.527
08 47	7.529080	7.2732	7.157	7.224	0.527
08 47	7.529081	7.2967	7.189	7.256	0.531
08 47	7.529081	7.3396	7.203	7.271	0.535
08 47	7.529082	7.3915	7.225	7.292	0.535
08 47	7.529082	7.4292	7.252	7.320	0.531
08 47	7.529083	7.4455	7.263	7.331	0.531
08 47	7.529083	7.4353	7.296	7.364	0.531
08 47	7.529084	7.4172	7.323	7.392	0.527
08 47	7.529084	7.3958	7.344	7.413	0.527
08 47	7.529085	7.3726	7.348	7.416	0.527
08 47	7.529085	7.3886	7.367	7.436	0.531
08 47	7.529086	7.4199	7.419	7.488	0.527
08 47	7.529086	7.4397	7.416	7.485	0.527
08 47	7.529087	7.4562	7.443	7.513	0.531
08 47	7.529087	7.4776	7.463	7.533	0.531
08 47	7.529088	7.5105	7.492	7.562	0.531
08 47	7.529088	7.5527	7.500	7.570	0.531
08 47	7.529089	7.5763	7.539	7.609	0.535
08 47	7.529089	7.5844	7.547	7.618	0.538
08 47	7.529090	7.5851	7.574	7.645	0.538
08 47	7.529090	7.5891	7.582	7.654	0.538
08 47	7.529090	7.5982	7.623	7.694	0.535
08 47	7.529091	7.6096	7.631	7.703	0.538
08 47	7.529091	7.6264	7.659	7.730	0.538
08 47	7.529092	7.6637	7.678	7.750	0.535
08 47	7.529092	7.6751	7.694	7.766	0.535
08 47	7.529093	7.6809	7.727	7.799	0.531
08 47	7.529093	7.6767	7.730	7.802	0.535
08 47	7.529094	7.6583	7.774	7.846	0.531
08 47	7.529094	7.6445	7.778	7.851	0.527
08 47	7.529095	7.6402	7.809	7.882	0.524
08 47	7.529095	7.6399	7.825	7.899	0.527
08 47	7.529096	7.6193	7.845	7.918	0.527
08 47	7.529096	7.5971	7.885	7.959	0.527
08 47	7.529097	7.6024	7.882	7.956	0.527
08 47	7.529097	7.5945	7.910	7.984	0.527
08 47	7.529098	7.5796	7.942	8.016	0.527
08 47	7.529098	7.5732	7.957	8.031	0.527
08 47	7.529099	7.5556	7.978	8.052	0.527
08 47	7.529099	7.5815	8.005	8.080	0.527
08 47	7.529100	7.6312	8.013	8.088	0.527
08 47	7.529100	7.6599	8.060	8.136	0.542
08 47	7.529101	7.6890	8.065	8.141	0.597
08 47	7.529101	7.7232	8.085	8.160	0.623
08 47	7.529102	7.7492	8.101	8.177	0.601
08 47	7.529102	7.7634	8.133	8.209	0.571
08 47	7.529103	7.7728	8.149	8.226	0.553
08 47	7.529103	7.7834	8.169	8.245	0.546
08 47	7.529103	7.7943	8.196	8.273	0.538
08 47	7.529104	7.8053	8.216	8.293	0.535
08 47	7.529104	7.8194	8.229	8.306	0.535
08 47	7.529105	7.8266	8.268	8.345	0.535
08 47	7.529105	7.8210	8.287	8.365	0.538
08 47	7.529106	7.8099	8.305	8.383	0.542
08 47	7.529106	7.8099	8.324	8.402	0.542
08 47	7.529107	7.8132	8.352	8.430	0.538
08 47	7.529107	7.8105	8.371	8.450	0.542
08 47	7.529108	7.8088	8.400	8.479	0.549
08 47	7.529108	7.8170	8.420	8.499	0.546
08 47	7.529109	7.8278	8.431	8.510	0.538
08 47	7.529109	7.8295	8.459	8.538	0.535
08 47	7.529110	7.8412	8.478	8.558	0.535
08 47	7.529110	7.8590	8.496	8.576	0.535
08 47	7.529111	7.8805	8.538	8.618	0.531
08 47	7.529111	7.9242	8.551	8.631	0.535
08 47	7.529112	8.0382	8.579	8.659	0.531
08 47	7.529112	8.1374	8.587	8.667	0.527
08 47	7.529113	8.1778	8.627	8.708	0.527
08 47	7.529113	8.1602	8.622	8.703	0.524
08 47	7.529114	8.1323	8.658	8.739	0.524
08 47	7.529114	8.1088	8.687	8.768	0.527
08 47	7.529115	8.0914	8.718	8.800	0.535
08 47	7.529115	8.0727	8.711	8.793	0.535
08 47	7.529116	8.0656	8.753	8.835	0.531
08 47	7.529116	8.0908	8.765	8.847	0.527
08 47	7.529117	8.1173	8.794	8.876	0.527
08 47	7.529117	8.1598	8.813	8.896	0.524
08 47	7.529117	8.1593	8.830	8.912	0.527
08 47	7.529118	8.1400	8.849	8.932	0.527
08 47	7.529118	8.1272	8.873	8.956	0.527
08 47	7.529119	8.0954	8.902	8.986	0.524
08 47	7.529119	8.0652	8.909	8.992	0.527
08 47	7.529120	8.0488	8.945	9.028	0.527
08 47	7.529120	8.0515	8.962	9.046	0.527
08 47	7.529121	8.0599	8.980	9.064	0.527
08 47	7.529121	8.0735	9.009	9.094	0.527
08 47	7.529122	8.0903	9.016	9.100	0.527
08 47	7.529122	8.1035	9.053	9.138	0.527
08 47	7.529123	8.1065	9.058	9.143	0.527
08 47	7.529123	8.1067	9.089	9.174	0.524
08 47	7.529124	8.1062	9.100	9.185	0.524
08 47	7.529124	8.1048	9.129	9.215	0.520
08 47	7.529125	8.1083	9.149	9.234	0.516
08 47	7.529125	8.1143	9.171	9.257	0.520
08 47	7.529126	8.1190	9.189	9.275	0.520
08 47	7.529126	8.1230	9.220	9.306	0.520
08 47	7.529127	8.1288	9.244	9.331	0.524
08 47	7.529127	8.1428	9.249	9.336	0.520
08 47	7.529128	8.1633	9.267	9.354	0.520
08 47	7.529128	8.1755	9.303	9.390	0.527
08 47	7.529129	8.1761	9.320	9.408	0.531
08 47	7.529129	8.1732	9.340	9.427	0.531
08 47	7.529130	8.1678	9.375	9.463	0.527
08 47	7.529130	8.1593	9.380	9.468	0.524
08 47	7.529130	8.1559	9.411	9.499	0.520
08 47	7.529131	8.1686	9.422	9.511	0.520
08 47	7.529131	8.1821	9.440	9.529	0.520
08 47	7.529132	8.1921	9.458	9.547	0.524
08 47	7.529132	8.1958	9.495	9.584	0.527
08 47	7.529133	8.1883	9.500	9.589	0.524
08 47	7.529133	8.1964	9.531	9.620	0.520
08 47	7.529134	8.2106	9.542	9.632	0.516
08 47	7.529134	8.2171	9.571	9.661	0.516
08 47	7.529135	8.2187	9.591	9.681	0.516
08 47	7.529135	8.2191	9.602	9.692	0.520
08 47	7.529136	8.2257	9.626	9.717	0.520
08 47	7.529136	8.2325	9.643	9.733	0.516
08 47	7.529137	8.2322	9.673	9.764	0.516
08 47	7.529137	8.2286	9.698	9.789	0.513
08 47	7.529138	8.2218	9.703	9.794	0.513
08 47	7.529138	8.2133	9.733	9.825	0.516
08 47	7.529139	8.2104	9.745	9.836	0.516
08 47	7.529139	8.2066	9.787	9.879	0.520
08 47	7.529140	8.2026	9.782	9.874	0.520
08 47	7.529140	8.2014	9.805	9.897	0.520
08 47	7.529141	8.1977	9.840	9.933	0.524
08 47	7.529141	8.1908	9.847	9.939	0.524
08 47	7.529142	8.1848	9.878	9.970	0.524
08 47	7.529142	8.1883	9.900	9.993	0.520
08 47	7.529143	8.1967	9.913	10.006	0.520
08 47	7.529143	8.1929	9.942	10.036	0.516
08 47	7.529144	8.1998	9.973	10.067	0.513
08 47	7.529144	8.2113	9.984	10.078	0.516
08 47	7.529144	8.2186	10.002	10.096	0.516
08 47	7.529145	8.2173	10.009	10.103	0.516
08 47	7.529145	8.2162	10.056	10.150	0.516
08 47	7.529146	8.2157	10.056	10.150	0.513
08 47	7.529146	8.2166	10.087	10.181	0.509
08 47	7.529147	8.2159	10.104	10.199	0.505
08 47	7.529147	8.2147	10.140	10.235	0.509
08 47	7.529148	8.2162	10.140	10.235	0.509
08 47	7.529148	8.2181	10.169	10.264	0.505
08 47	7.529149	8.2149	10.200	10.296	0.502
08 47	7.529149	8.2102	10.211	10.307	0.502
08 47	7.529150	8.2096	10.236	10.332	0.502
08 47	7.529150	8.2122	10.253	10.350	0.505
08 47	7.529151	8.2157	10.295	10.392	0.505
08 47	7.529151	8.2199	10.284	10.381	0.502
08 47	7.529152	8.2257	10.331	10.428	0.505
08 47	7.529152	8.2298	10.342	10.439	0.509
08 47	7.529153	8.2317	10.373	10.471	0.509
08 47	7.529153	8.2305	10.391	10.488	0.505
08 47	7.529154	8.2278	10.415	10.513	0.505
08 47	7.529154	8.2278	10.427	10.524	0.505
08 47	7.529155	8.2298	10.444	10.542	0.505
08 47	7.529155	8.2328	10.475	10.574	0.505
08 47	7.529156	8.2358	10.487	10.585	0.505
